Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_5,2019-06-12 20:06:18,主机node_65 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
1,SYS_2,2019-06-12 20:06:18,主机node_37 上CPU Steal Time持续5分钟超过10%,0
2,SYS_6,2019-06-12 20:06:19,主机node_67 上I/O等待负载持续15分钟超过10%,0
3,SYS_4,2019-06-12 20:06:20,主机node_5 ping延迟时间持续3分钟大于100ms,0
4,SYS_9,2019-06-12 20:06:21,主机node_75 **** 请求延时大于5分钟,0
5,SYS_5,2019-06-12 20:06:22,主机node_76 url:http://node_76:80//访问失败,0
6,SYS_1,2019-06-12 20:06:23,主机node_4 **** 请求延时大于5分钟,0
7,SYS_8,2019-06-12 20:06:26,主机node_88 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
8,SYS_2,2019-06-12 20:06:26,主机node_7 ping延迟时间持续3分钟大于100ms,0
9,SYS_4,2019-06-12 20:06:27,"主机node_36 ping丢包率100%,服务器宕机",1
10,SYS_10,2019-06-12 20:06:29,主机node_29 日志中有No route to host信息,0
11,SYS_8,2019-06-12 20:06:31,主机node_87 **** 请求延时大于5分钟,0
12,SYS_9,2019-06-12 20:06:31,主机node_75 **** 请求延时大于5分钟,0
13,SYS_5,2019-06-12 20:06:32,主机node_76 url:http://node_76:80//访问失败,0
14,SYS_1,2019-06-12 20:06:32,主机node_33 上CPU Steal Time持续5分钟超过10%,0
15,SYS_9,2019-06-12 20:06:34,主机node_44 FullGC次数：32次（大于阈值：10次）,0
16,SYS_4,2019-06-12 20:06:36,主机node_36 **** 请求延时大于5分钟,0
17,SYS_4,2019-06-12 20:06:37,"主机node_36 ping丢包率100%,服务器宕机",1
18,SYS_2,2019-06-12 20:06:38,主机node_37 上CPU Steal Time持续5分钟超过10%,0
19,SYS_8,2019-06-12 20:06:40,主机node_49 硬盘Slot 00状态为Failed,0
20,SYS_5,2019-06-12 20:06:42,主机node_76 url:http://node_76:80//访问失败,0
21,SYS_8,2019-06-12 20:06:43,"主机node_87 空闲CPU为4.74%,持续15分钟小于10%",0
22,SYS_8,2019-06-12 20:06:43,主机node_71 ping延迟时间持续3分钟大于100ms,0
23,SYS_1,2019-06-12 20:06:43,主机node_4 **** 请求延时大于5分钟,0
24,SYS_6,2019-06-12 20:06:43,主机node_1 上I/O等待负载持续15分钟超过10%,0
25,SYS_2,2019-06-12 20:06:46,主机node_7 ping延迟时间持续3分钟大于100ms,0
26,SYS_4,2019-06-12 20:06:47,"主机node_36 ping丢包率100%,服务器宕机",1
27,SYS_1,2019-06-12 20:06:47,主机node_93 ping丢包率当前值为25%，持续2分钟平均大于20%,0
28,SYS_8,2019-06-12 20:06:48,主机node_43 ping延迟时间持续3分钟大于100ms,0
29,SYS_8,2019-06-12 20:06:48,主机node_41 上I/O等待负载大于50%,0
30,SYS_6,2019-06-12 20:06:48,主机node_59 ping延迟时间持续3分钟大于100ms,0
31,SYS_8,2019-06-12 20:06:48,主机node_88 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：223次（大于阈值：200次）,0
32,SYS_6,2019-06-12 20:06:48,"主机node_48 空闲CPU为4.74%,持续15分钟小于10%",0
33,SYS_7,2019-06-12 20:06:50,主机node_54 日志产生ERROR信息,0
34,SYS_2,2019-06-12 20:06:51,主机node_91 上I/O等待负载大于50%,0
35,SYS_9,2019-06-12 20:06:51,主机node_75 **** 请求延时大于5分钟,0
36,SYS_8,2019-06-12 20:06:52,主机node_49 上I/O等待负载大于50%,0
37,SYS_8,2019-06-12 20:06:52,"主机node_84 空闲CPU为4.74%,持续15分钟小于10%",0
38,SYS_6,2019-06-12 20:06:52,主机node_56 ping延迟时间持续3分钟大于100ms,0
39,SYS_8,2019-06-12 20:06:52,主机node_95 上I/O等待负载大于50%,0
40,SYS_8,2019-06-12 20:06:52,主机node_10 上CPU Steal Time持续5分钟超过10%,0
41,SYS_2,2019-06-12 20:06:52,主机node_8 网卡eth0 发送流量持续10分钟平均值大于800M,0
42,SYS_8,2019-06-12 20:06:53,"主机node_87 空闲CPU为4.74%,持续15分钟小于10%",0
43,SYS_6,2019-06-12 20:06:53,主机node_1 上I/O等待负载持续15分钟超过10%,0
44,SYS_8,2019-06-12 20:06:53,主机node_71 ping延迟时间持续3分钟大于100ms,0
45,SYS_8,2019-06-12 20:06:56,主机node_88 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
46,SYS_10,2019-06-12 20:06:57,主机node_96 网卡eth0 接收流量持续10分钟平均值大于300M,0
47,SYS_1,2019-06-12 20:06:57,主机node_93 ping丢包率当前值为25%，持续2分钟平均大于20%,0
48,SYS_6,2019-06-12 20:06:59,主机node_67 上I/O等待负载持续15分钟超过10%,0
49,SYS_6,2019-06-12 20:07:02,主机node_98 分区剩余空间小于阀值10%,0
50,SYS_8,2019-06-12 20:07:02,主机node_41 网卡eth0 发送流量持续30分钟平均值大于700M,0
51,SYS_6,2019-06-12 20:07:03,主机node_1 上I/O等待负载持续15分钟超过10%,0
52,SYS_8,2019-06-12 20:07:03,主机node_71 ping延迟时间持续3分钟大于100ms,0
53,SYS_8,2019-06-12 20:07:03,"主机node_87 空闲CPU为4.74%,持续15分钟小于10%",0
54,SYS_9,2019-06-12 20:07:11,主机node_75 **** 请求延时大于5分钟,0
55,SYS_2,2019-06-12 20:07:11,主机node_70 **application 停止运行,0
56,SYS_5,2019-06-12 20:07:12,主机node_76 url:http://node_76:80//访问失败,0
57,SYS_9,2019-06-12 20:07:13,主机node_80 日志报错:无法获取连接,0
58,SYS_9,2019-06-12 20:07:14,主机node_44 FullGC次数：32次（大于阈值：10次）,0
59,SYS_8,2019-06-12 20:07:16,主机node_71 硬盘Slot 00状态为Failed,0
60,SYS_4,2019-06-12 20:07:17,"主机node_36 ping丢包率100%,服务器宕机",1
61,SYS_8,2019-06-12 20:07:18,主机node_88 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：223次（大于阈值：200次）,0
62,SYS_6,2019-06-12 20:07:18,"主机node_48 空闲CPU为4.74%,持续15分钟小于10%",0
63,SYS_6,2019-06-12 20:07:18,主机node_59 ping延迟时间持续3分钟大于100ms,0
64,SYS_10,2019-06-12 20:07:18,主机node_64 日志产生ERROR信息,0
65,SYS_8,2019-06-12 20:07:18,主机node_43 ping延迟时间持续3分钟大于100ms,0
66,SYS_8,2019-06-12 20:07:18,主机node_41 上I/O等待负载大于50%,0
67,SYS_6,2019-06-12 20:07:18,主机node_56 日志产生ERROR信息,0
68,SYS_2,2019-06-12 20:07:21,主机node_91 上I/O等待负载大于50%,0
69,SYS_8,2019-06-12 20:07:22,主机node_95 上I/O等待负载大于50%,0
70,SYS_8,2019-06-12 20:07:22,主机node_10 上CPU Steal Time持续5分钟超过10%,0
71,SYS_6,2019-06-12 20:07:22,主机node_56 ping延迟时间持续3分钟大于100ms,0
72,SYS_8,2019-06-12 20:07:22,"主机node_84 空闲CPU为4.74%,持续15分钟小于10%",0
73,SYS_8,2019-06-12 20:07:22,主机node_49 上I/O等待负载大于50%,0
74,SYS_8,2019-06-12 20:07:23,主机node_71 ping延迟时间持续3分钟大于100ms,0
75,SYS_8,2019-06-12 20:07:23,"主机node_87 空闲CPU为4.74%,持续15分钟小于10%",0
76,SYS_6,2019-06-12 20:07:23,主机node_1 上I/O等待负载持续15分钟超过10%,0
77,SYS_4,2019-06-12 20:07:27,"主机node_36 ping丢包率100%,服务器宕机",1
78,SYS_1,2019-06-12 20:07:27,主机node_93 ping丢包率当前值为25%，持续2分钟平均大于20%,0
79,SYS_7,2019-06-12 20:07:30,主机node_54 日志产生ERROR信息,0
80,SYS_2,2019-06-12 20:07:31,主机node_91 上I/O等待负载大于50%,0
81,SYS_9,2019-06-12 20:07:31,主机node_75 **** 请求延时大于5分钟,0
82,SYS_8,2019-06-12 20:07:32,"主机node_84 空闲CPU为4.74%,持续15分钟小于10%",0
83,SYS_1,2019-06-12 20:07:32,主机node_33 上CPU Steal Time持续5分钟超过10%,0
84,SYS_6,2019-06-12 20:07:32,主机node_56 ping延迟时间持续3分钟大于100ms,0
85,SYS_8,2019-06-12 20:07:32,主机node_95 上I/O等待负载大于50%,0
86,SYS_8,2019-06-12 20:07:32,主机node_49 上I/O等待负载大于50%,0
87,SYS_8,2019-06-12 20:07:32,主机node_10 上CPU Steal Time持续5分钟超过10%,0
88,SYS_8,2019-06-12 20:07:36,主机node_79 日志产生ERROR信息,0
89,SYS_4,2019-06-12 20:07:37,"主机node_36 ping丢包率100%,服务器宕机",1
90,SYS_5,2019-06-12 20:07:38,主机node_65 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
91,SYS_6,2019-06-12 20:07:38,主机node_56 日志产生ERROR信息,0
