Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_6,2019-06-06 17:06:38,主机node_56 网卡eth0 发送流量持续30分钟平均值大于700M,0
1,SYS_10,2019-06-06 17:06:39,主机node_52 端口80通信异常,1
2,SYS_10,2019-06-06 17:06:40,主机node_96 上I/O等待负载持续15分钟超过10%,0
3,SYS_9,2019-06-06 17:06:41,主机node_80 ping延迟时间持续3分钟大于100ms,0
4,SYS_10,2019-06-06 17:06:44,主机node_64 上I/O等待负载大于50%,0
5,SYS_10,2019-06-06 17:06:44,主机node_29 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
6,SYS_10,2019-06-06 17:06:44,主机node_42 ping丢包率当前值为25%，持续2分钟平均大于20%,0
7,SYS_10,2019-06-06 17:06:44,主机node_96 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
8,SYS_2,2019-06-06 17:06:45,主机node_18 FullGC次数：23次（大于阈值：10次）,0
9,SYS_1,2019-06-06 17:06:46,主机node_73 网卡eth0 发送流量持续30分钟平均值大于700M,0
10,SYS_5,2019-06-06 17:06:46,主机node_6 日志中有OutOfMemoryError信息,0
11,SYS_8,2019-06-06 17:06:47,主机node_87 日志产生ERROR信息,0
12,SYS_10,2019-06-06 17:06:49,主机node_52 端口80通信异常,1
13,SYS_4,2019-06-06 17:06:50,"主机node_34 空闲CPU为1.52%,持续15分钟小于10%",0
14,SYS_9,2019-06-06 17:06:51,主机node_80 ping延迟时间持续3分钟大于100ms,0
15,SYS_7,2019-06-06 17:06:51,主机node_53 ping延迟时间持续3分钟大于100ms,0
16,SYS_10,2019-06-06 17:06:52,主机node_11 上I/O等待负载持续15分钟超过10%,0
17,SYS_10,2019-06-06 17:06:52,主机node_90 上I/O等待负载持续15分钟超过10%,0
18,SYS_10,2019-06-06 17:06:52,"主机node_42 空闲CPU为6.67%,持续15分钟小于10%",0
19,SYS_10,2019-06-06 17:06:54,主机node_42 ping丢包率当前值为25%，持续2分钟平均大于20%,0
20,SYS_9,2019-06-06 17:06:54,主机node_92 url:http://node_92:8080访问失败,0
21,SYS_7,2019-06-06 17:06:56,主机node_63 日志中有No route to host信息,0
22,SYS_10,2019-06-06 17:06:58,主机node_40 网卡eth0 发送流量持续30分钟平均值大于700M,0
23,SYS_2,2019-06-06 17:07:00,主机node_91 空闲交换空间小于50%,0
24,SYS_6,2019-06-06 17:07:01,主机node_98 **application 停止运行,0
25,SYS_9,2019-06-06 17:07:01,主机node_80 ping延迟时间持续3分钟大于100ms,0
26,SYS_10,2019-06-06 17:07:02,主机node_90 上I/O等待负载持续15分钟超过10%,0
27,SYS_10,2019-06-06 17:07:02,"主机node_42 空闲CPU为6.67%,持续15分钟小于10%",0
28,SYS_10,2019-06-06 17:07:02,主机node_11 上I/O等待负载持续15分钟超过10%,0
29,SYS_9,2019-06-06 17:07:04,主机node_92 url:http://node_92:8080访问失败,0
30,SYS_8,2019-06-06 17:07:04,主机node_41 上CPU Steal Time持续5分钟超过10%,0
31,SYS_7,2019-06-06 17:07:06,主机node_61 日志报错:无法获取连接,0
32,SYS_8,2019-06-06 17:07:06,主机node_71 上I/O等待负载持续15分钟超过10%,0
33,SYS_5,2019-06-06 17:07:06,主机node_6 日志中有OutOfMemoryError信息,0
34,SYS_3,2019-06-06 17:07:08,主机node_97 上CPU Steal Time持续5分钟超过10%,0
35,SYS_10,2019-06-06 17:07:12,主机node_90 上I/O等待负载持续15分钟超过10%,0
36,SYS_10,2019-06-06 17:07:12,"主机node_42 空闲CPU为6.67%,持续15分钟小于10%",0
37,SYS_10,2019-06-06 17:07:12,主机node_11 上I/O等待负载持续15分钟超过10%,0
38,SYS_2,2019-06-06 17:07:15,主机node_18 FullGC次数：23次（大于阈值：10次）,0
39,SYS_7,2019-06-06 17:07:15,主机node_89 ping丢包率当前值为25%，持续2分钟平均大于20%,0
40,SYS_1,2019-06-06 17:07:16,主机node_73 网卡eth0 发送流量持续30分钟平均值大于700M,0
41,SYS_7,2019-06-06 17:07:16,主机node_61 日志报错:无法获取连接,0
42,SYS_3,2019-06-06 17:07:18,主机node_97 上CPU Steal Time持续5分钟超过10%,0
43,SYS_10,2019-06-06 17:07:20,主机node_96 上I/O等待负载持续15分钟超过10%,0
44,SYS_7,2019-06-06 17:07:21,主机node_53 ping延迟时间持续3分钟大于100ms,0
