Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_1,2019-06-07 05:31:48,主机node_17 网卡eth0 发送流量持续10分钟平均值大于800M,0
1,SYS_2,2019-06-07 05:31:50,主机node_70 端口80通信异常,0
2,SYS_8,2019-06-07 05:31:51,主机node_10 FullGC次数：23次（大于阈值：10次）,0
3,SYS_4,2019-06-07 05:31:51,主机node_62 ping丢包率当前值为25%，持续2分钟平均大于20%,0
4,SYS_1,2019-06-07 05:31:52,主机node_4 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
5,SYS_10,2019-06-07 05:31:53,主机node_42 端口80通信异常,1
6,SYS_6,2019-06-07 05:31:54,主机node_98 硬盘Slot 00状态为Failed,0
7,SYS_1,2019-06-07 05:31:55,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
8,SYS_3,2019-06-07 05:31:59,主机node_20 JBOSS 8080端口的连接数大于400,0
9,SYS_6,2019-06-07 05:32:03,主机node_35 分区剩余空间小于阀值10%,0
10,SYS_6,2019-06-07 05:32:03,主机node_46 日志报错:无法获取连接,0
11,SYS_10,2019-06-07 05:32:04,主机node_29 网卡eth0 接收流量持续10分钟平均值大于180M,0
12,SYS_9,2019-06-07 05:32:04,主机node_44 FullGC次数：32次（大于阈值：10次）,0
13,SYS_10,2019-06-07 05:32:05,主机node_29 上I/O等待负载大于50%,0
14,SYS_10,2019-06-07 05:32:05,主机node_96 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
15,SYS_6,2019-06-07 05:32:09,主机node_25 日志报错:无法获取连接,0
16,SYS_6,2019-06-07 05:32:10,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
17,SYS_7,2019-06-07 05:32:10,主机node_54 上I/O等待负载大于50%,0
18,SYS_7,2019-06-07 05:32:10,主机node_51 上I/O等待负载大于50%,0
19,SYS_7,2019-06-07 05:32:10,主机node_23 ping延迟时间持续3分钟大于100ms,0
20,SYS_6,2019-06-07 05:32:10,主机node_35 上CPU Steal Time持续5分钟超过10%,0
21,SYS_8,2019-06-07 05:32:11,主机node_95 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
22,SYS_6,2019-06-07 05:32:12,主机node_25 空闲交换空间小于50%,0
23,SYS_6,2019-06-07 05:32:14,主机node_98 硬盘Slot 00状态为Failed,0
24,SYS_9,2019-06-07 05:32:14,主机node_22 上I/O等待负载大于50%,0
25,SYS_7,2019-06-07 05:32:15,主机node_23 网卡eth0 发送流量持续30分钟平均值大于700M,0
26,SYS_10,2019-06-07 05:32:15,主机node_29 上I/O等待负载大于50%,0
27,SYS_10,2019-06-07 05:32:15,主机node_96 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
28,SYS_1,2019-06-07 05:32:15,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
29,SYS_4,2019-06-07 05:32:17,主机node_9 sdd IO使用率持续30分钟大于90%,0
30,SYS_1,2019-06-07 05:32:18,主机node_15 sdd IO使用率持续30分钟大于90%,0
31,SYS_1,2019-06-07 05:32:18,主机node_17 网卡eth0 发送流量持续10分钟平均值大于800M,0
32,SYS_9,2019-06-07 05:32:18,主机node_66 url:http://node_66:8080访问失败,0
33,SYS_6,2019-06-07 05:32:20,主机node_35 上CPU Steal Time持续5分钟超过10%,0
34,SYS_7,2019-06-07 05:32:20,主机node_54 上I/O等待负载大于50%,0
35,SYS_7,2019-06-07 05:32:20,主机node_23 ping延迟时间持续3分钟大于100ms,0
36,SYS_6,2019-06-07 05:32:20,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
37,SYS_7,2019-06-07 05:32:20,主机node_51 上I/O等待负载大于50%,0
38,SYS_10,2019-06-07 05:32:24,主机node_29 网卡eth0 接收流量持续10分钟平均值大于180M,0
39,SYS_7,2019-06-07 05:32:24,主机node_89 上I/O等待负载大于50%,0
40,SYS_6,2019-06-07 05:32:24,"主机node_32 空闲CPU为6.67%,持续15分钟小于10%",0
41,SYS_6,2019-06-07 05:32:24,主机node_98 硬盘Slot 00状态为Failed,0
42,SYS_6,2019-06-07 05:32:24,主机node_25 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
43,SYS_1,2019-06-07 05:32:25,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
44,SYS_6,2019-06-07 05:32:27,主机node_32 日志中有OutOfMemoryError信息,0
45,SYS_4,2019-06-07 05:32:28,"主机node_81 空闲CPU为1.52%,持续15分钟小于10%",0
46,SYS_10,2019-06-07 05:32:28,主机node_96 Nginx 80端口的连接数大于2000,0
47,SYS_9,2019-06-07 05:32:28,主机node_66 url:http://node_66:8080访问失败,0
48,SYS_6,2019-06-07 05:32:30,主机node_35 上CPU Steal Time持续5分钟超过10%,0
49,SYS_7,2019-06-07 05:32:30,主机node_54 上I/O等待负载大于50%,0
50,SYS_7,2019-06-07 05:32:30,主机node_51 上I/O等待负载大于50%,0
51,SYS_6,2019-06-07 05:32:30,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
52,SYS_7,2019-06-07 05:32:30,主机node_23 ping延迟时间持续3分钟大于100ms,0
53,SYS_4,2019-06-07 05:32:31,主机node_62 ping丢包率当前值为25%，持续2分钟平均大于20%,0
54,SYS_2,2019-06-07 05:32:31,主机node_21 上I/O等待负载大于50%,0
55,SYS_10,2019-06-07 05:32:33,主机node_42 端口80通信异常,1
56,SYS_6,2019-06-07 05:32:34,主机node_25 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
57,SYS_4,2019-06-07 05:32:34,主机node_77 ping丢包率当前值为25%，持续2分钟平均大于20%,0
58,SYS_7,2019-06-07 05:32:34,主机node_89 上I/O等待负载大于50%,0
59,SYS_6,2019-06-07 05:32:34,"主机node_32 空闲CPU为6.67%,持续15分钟小于10%",0
60,SYS_3,2019-06-07 05:32:35,主机node_94 网卡流量unknown,0
61,SYS_1,2019-06-07 05:32:35,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
62,SYS_9,2019-06-07 05:32:38,主机node_66 url:http://node_66:8080访问失败,0
63,SYS_7,2019-06-07 05:32:40,主机node_54 上I/O等待负载大于50%,0
64,SYS_6,2019-06-07 05:32:40,主机node_35 上CPU Steal Time持续5分钟超过10%,0
65,SYS_6,2019-06-07 05:32:40,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
66,SYS_7,2019-06-07 05:32:40,主机node_23 ping延迟时间持续3分钟大于100ms,0
67,SYS_7,2019-06-07 05:32:40,主机node_51 上I/O等待负载大于50%,0
68,SYS_6,2019-06-07 05:32:40,主机node_32 端口80通信异常,0
69,SYS_2,2019-06-07 05:32:41,主机node_21 上I/O等待负载大于50%,0
70,SYS_1,2019-06-07 05:32:42,主机node_31 url:http://node_31:80//访问失败,0
71,SYS_7,2019-06-07 05:32:44,主机node_54 日志中有No route to host信息,0
72,SYS_9,2019-06-07 05:32:44,主机node_44 FullGC次数：32次（大于阈值：10次）,0
73,SYS_9,2019-06-07 05:32:44,主机node_22 上I/O等待负载大于50%,0
74,SYS_1,2019-06-07 05:32:45,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
75,SYS_8,2019-06-07 05:32:46,主机node_49 日志报错:无法获取连接,0
76,SYS_5,2019-06-07 05:32:47,主机node_65 上CPU Steal Time持续5分钟超过10%,0
77,SYS_1,2019-06-07 05:32:48,主机node_15 sdd IO使用率持续30分钟大于90%,0
78,SYS_10,2019-06-07 05:32:48,主机node_40 网卡eth0 发送流量持续10分钟平均值大于800M,0
79,SYS_6,2019-06-07 05:32:50,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
80,SYS_10,2019-06-07 05:32:50,主机node_90 日志产生ERROR信息,0
81,SYS_7,2019-06-07 05:32:50,主机node_23 ping延迟时间持续3分钟大于100ms,0
82,SYS_7,2019-06-07 05:32:50,主机node_51 上I/O等待负载大于50%,0
83,SYS_6,2019-06-07 05:32:50,主机node_35 上CPU Steal Time持续5分钟超过10%,0
84,SYS_7,2019-06-07 05:32:50,主机node_54 上I/O等待负载大于50%,0
85,SYS_8,2019-06-07 05:32:51,主机node_10 FullGC次数：23次（大于阈值：10次）,0
86,SYS_1,2019-06-07 05:32:52,主机node_31 url:http://node_31:80//访问失败,0
87,SYS_10,2019-06-07 05:32:53,主机node_42 端口80通信异常,1
88,SYS_10,2019-06-07 05:32:54,主机node_29 网卡eth0 接收流量持续10分钟平均值大于180M,0
89,SYS_9,2019-06-07 05:32:54,主机node_22 上I/O等待负载大于50%,0
90,SYS_9,2019-06-07 05:32:54,主机node_44 FullGC次数：32次（大于阈值：10次）,0
91,SYS_7,2019-06-07 05:32:54,主机node_51 日志中有No route to host信息,0
92,SYS_1,2019-06-07 05:32:55,主机node_73 网卡eth0 发送流量持续10分钟平均值大于800M,0
93,SYS_9,2019-06-07 05:33:00,主机node_47 网卡eth0 接收流量持续10分钟平均值大于180M,0
94,SYS_10,2019-06-07 05:33:03,主机node_42 端口80通信异常,1
95,SYS_7,2019-06-07 05:33:04,主机node_89 上I/O等待负载大于50%,0
96,SYS_4,2019-06-07 05:33:04,主机node_77 ping丢包率当前值为25%，持续2分钟平均大于20%,0
97,SYS_7,2019-06-07 05:33:04,主机node_54 日志中有No route to host信息,0
98,SYS_6,2019-06-07 05:33:04,"主机node_32 空闲CPU为6.67%,持续15分钟小于10%",0
99,SYS_9,2019-06-07 05:33:04,主机node_22 上I/O等待负载大于50%,0
100,SYS_6,2019-06-07 05:33:04,主机node_25 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
101,SYS_10,2019-06-07 05:33:04,主机node_29 网卡eth0 接收流量持续10分钟平均值大于180M,0
102,SYS_6,2019-06-07 05:33:04,主机node_98 硬盘Slot 00状态为Failed,0
103,SYS_7,2019-06-07 05:33:04,主机node_51 日志中有No route to host信息,0
104,SYS_10,2019-06-07 05:33:05,主机node_29 上I/O等待负载大于50%,0
105,SYS_10,2019-06-07 05:33:05,主机node_96 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
106,SYS_3,2019-06-07 05:33:05,主机node_94 网卡流量unknown,0
107,SYS_4,2019-06-07 05:33:06,主机node_27 url:http://node_27:8080访问失败,0
108,SYS_5,2019-06-07 05:33:08,主机node_82 堆内存平均使用率：94.61%（大于阈值：90%）,0
109,SYS_9,2019-06-07 05:33:09,"主机node_12 空闲CPU为1.52%,持续15分钟小于10%",0
110,SYS_8,2019-06-07 05:33:11,主机node_10 FullGC次数：23次（大于阈值：10次）,0
111,SYS_7,2019-06-07 05:33:12,主机node_61 日志报错:无法获取连接,0
112,SYS_1,2019-06-07 05:33:12,主机node_31 url:http://node_31:80//访问失败,0
113,SYS_9,2019-06-07 05:33:14,主机node_22 上I/O等待负载大于50%,0
114,SYS_5,2019-06-07 05:33:18,主机node_82 堆内存平均使用率：94.61%（大于阈值：90%）,0
115,SYS_10,2019-06-07 05:33:18,主机node_52 网卡流量unknown,0
116,SYS_8,2019-06-07 05:33:18,主机node_79 ping延迟时间持续3分钟大于100ms,0
117,SYS_6,2019-06-07 05:33:20,主机node_98 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
118,SYS_7,2019-06-07 05:33:20,主机node_51 上I/O等待负载大于50%,0
119,SYS_7,2019-06-07 05:33:20,主机node_54 上I/O等待负载大于50%,0
120,SYS_10,2019-06-07 05:33:20,主机node_90 日志产生ERROR信息,0
121,SYS_6,2019-06-07 05:33:20,主机node_35 上CPU Steal Time持续5分钟超过10%,0
122,SYS_2,2019-06-07 05:33:20,主机node_70 端口80通信异常,0
123,SYS_7,2019-06-07 05:33:20,主机node_23 ping延迟时间持续3分钟大于100ms,0
124,SYS_8,2019-06-07 05:33:21,主机node_10 FullGC次数：23次（大于阈值：10次）,0
125,SYS_1,2019-06-07 05:33:22,主机node_4 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
126,SYS_7,2019-06-07 05:33:24,主机node_89 上I/O等待负载大于50%,0
127,SYS_6,2019-06-07 05:33:24,"主机node_32 空闲CPU为6.67%,持续15分钟小于10%",0
128,SYS_9,2019-06-07 05:33:24,主机node_22 上I/O等待负载大于50%,0
129,SYS_6,2019-06-07 05:33:24,主机node_25 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
