Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_1,2019-06-10 16:06:19,主机node_33 端口80通信异常,1
1,SYS_2,2019-06-10 16:06:19,主机node_18 网卡eth0 发送流量持续10分钟平均值大于800M,0
2,SYS_1,2019-06-10 16:06:21,主机node_15 FullGC次数：32次（大于阈值：10次）,0
3,SYS_6,2019-06-10 16:06:21,主机node_35 网卡eth0 接收流量持续10分钟平均值大于180M,0
4,SYS_5,2019-06-10 16:06:26,主机node_85 上I/O等待负载持续15分钟超过10%,0
5,SYS_10,2019-06-10 16:06:27,主机node_96 上I/O等待负载大于50%,0
6,SYS_2,2019-06-10 16:06:28,"主机node_91 ping丢包率100%,服务器宕机",0
7,SYS_1,2019-06-10 16:06:28,主机node_58 上I/O等待负载持续15分钟超过10%,0
8,SYS_2,2019-06-10 16:06:29,主机node_18 网卡eth0 发送流量持续10分钟平均值大于800M,0
9,SYS_1,2019-06-10 16:06:29,主机node_33 端口80通信异常,1
10,SYS_9,2019-06-10 16:06:33,主机node_66 日志产生ERROR信息,0
11,SYS_5,2019-06-10 16:06:34,主机node_74 sdd IO使用率持续30分钟大于90%,0
12,SYS_10,2019-06-10 16:06:34,主机node_11 **application 停止运行,0
13,SYS_8,2019-06-10 16:06:34,主机node_95 网卡eth0 接收流量持续10分钟平均值大于180M,0
14,SYS_4,2019-06-10 16:06:36,主机node_77 堆内存平均使用率：94.61%（大于阈值：90%）,0
15,SYS_8,2019-06-10 16:06:36,主机node_49 端口6060通信异常,0
16,SYS_4,2019-06-10 16:06:36,"主机node_69 空闲CPU为6.67%,持续15分钟小于10%",0
17,SYS_4,2019-06-10 16:06:36,主机node_13 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
18,SYS_4,2019-06-10 16:06:36,"主机node_27 空闲CPU为6.67%,持续15分钟小于10%",0
19,SYS_4,2019-06-10 16:06:36,"主机node_5 空闲CPU为6.67%,持续15分钟小于10%",0
20,SYS_4,2019-06-10 16:06:37,主机node_19 JBOSS 8080端口的连接数大于400,0
21,SYS_1,2019-06-10 16:06:39,主机node_33 端口80通信异常,1
22,SYS_2,2019-06-10 16:06:39,主机node_18 网卡eth0 发送流量持续10分钟平均值大于800M,0
23,SYS_3,2019-06-10 16:06:40,主机node_94 端口80通信异常,0
24,SYS_5,2019-06-10 16:06:44,主机node_2 上CPU Steal Time持续5分钟超过10%,0
25,SYS_10,2019-06-10 16:06:46,主机node_90 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
26,SYS_4,2019-06-10 16:06:46,"主机node_27 空闲CPU为6.67%,持续15分钟小于10%",0
27,SYS_4,2019-06-10 16:06:46,主机node_13 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
28,SYS_4,2019-06-10 16:06:46,"主机node_69 空闲CPU为6.67%,持续15分钟小于10%",0
29,SYS_4,2019-06-10 16:06:46,"主机node_5 空闲CPU为6.67%,持续15分钟小于10%",0
30,SYS_10,2019-06-10 16:06:47,主机node_96 上I/O等待负载大于50%,0
31,SYS_1,2019-06-10 16:06:49,主机node_33 端口80通信异常,1
32,SYS_8,2019-06-10 16:06:50,主机node_88 网卡eth0 接收流量持续10分钟平均值大于180M,0
33,SYS_8,2019-06-10 16:06:52,主机node_84 网卡eth0 发送流量持续10分钟平均值大于800M,0
34,SYS_3,2019-06-10 16:06:54,主机node_86 日志报错:无法获取连接,0
35,SYS_1,2019-06-10 16:06:55,主机node_0 硬盘Slot 00状态为Failed,0
36,SYS_4,2019-06-10 16:06:56,"主机node_27 空闲CPU为6.67%,持续15分钟小于10%",0
37,SYS_5,2019-06-10 16:06:56,主机node_85 上I/O等待负载持续15分钟超过10%,0
38,SYS_4,2019-06-10 16:06:56,"主机node_5 空闲CPU为6.67%,持续15分钟小于10%",0
39,SYS_4,2019-06-10 16:06:56,"主机node_69 空闲CPU为6.67%,持续15分钟小于10%",0
