Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_4,2019-06-08 21:12:54,主机node_72 **** 请求延时大于5分钟,0
1,SYS_7,2019-06-08 21:12:56,主机node_54 **application 停止运行,0
2,SYS_5,2019-06-08 21:12:58,主机node_14 **** 请求延时大于5分钟,0
3,SYS_9,2019-06-08 21:13:00,主机node_68 FullGC次数：23次（大于阈值：10次）,0
4,SYS_8,2019-06-08 21:13:01,主机node_84 **** 请求延时大于5分钟,0
5,SYS_8,2019-06-08 21:13:04,主机node_41 网卡eth0 接收流量持续10分钟平均值大于300M,0
6,SYS_3,2019-06-08 21:13:07,"主机node_20 空闲CPU为4.0%,持续15分钟小于10%",0
7,SYS_5,2019-06-08 21:13:08,主机node_14 **** 请求延时大于5分钟,0
8,SYS_3,2019-06-08 21:13:08,"主机node_28 空闲CPU为1.52%,持续15分钟小于10%",0
9,SYS_1,2019-06-08 21:13:11,主机node_15 端口80通信异常,0
10,SYS_8,2019-06-08 21:13:11,主机node_84 **** 请求延时大于5分钟,0
11,SYS_1,2019-06-08 21:13:11,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,0
12,SYS_4,2019-06-08 21:13:12,主机node_5 ping延迟时间持续3分钟大于100ms,0
13,SYS_9,2019-06-08 21:13:13,"主机node_66 ping丢包率100%,服务器宕机",0
14,SYS_8,2019-06-08 21:13:14,主机node_41 网卡eth0 接收流量持续10分钟平均值大于300M,0
15,SYS_3,2019-06-08 21:13:15,主机node_39 网卡eth0 接收流量持续10分钟平均值大于180M,0
16,SYS_10,2019-06-08 21:13:15,主机node_96 网卡eth0 发送流量持续10分钟平均值大于800M,0
17,SYS_4,2019-06-08 21:13:15,主机node_27 上I/O等待负载大于50%,0
18,SYS_9,2019-06-08 21:13:18,主机node_44 网卡eth0 发送流量持续30分钟平均值大于700M,0
19,SYS_5,2019-06-08 21:13:18,主机node_14 **** 请求延时大于5分钟,0
20,SYS_9,2019-06-08 21:13:20,主机node_68 FullGC次数：23次（大于阈值：10次）,0
21,SYS_7,2019-06-08 21:13:20,主机node_63 网卡eth0 接收流量持续10分钟平均值大于300M,0
22,SYS_2,2019-06-08 21:13:22,主机node_99 上CPU Steal Time持续5分钟超过10%,0
23,SYS_4,2019-06-08 21:13:23,主机node_9 堆内存平均使用率：94.61%（大于阈值：90%）,0
24,SYS_10,2019-06-08 21:13:23,主机node_11 空闲交换空间小于50%,0
25,SYS_4,2019-06-08 21:13:25,主机node_27 上I/O等待负载大于50%,0
26,SYS_1,2019-06-08 21:13:26,主机node_83 日志中有No route to host信息,0
27,SYS_9,2019-06-08 21:13:28,主机node_44 网卡eth0 发送流量持续30分钟平均值大于700M,0
28,SYS_5,2019-06-08 21:13:30,主机node_60 分区剩余空间小于阀值10%,0
29,SYS_7,2019-06-08 21:13:30,主机node_63 网卡eth0 接收流量持续10分钟平均值大于300M,0
30,SYS_1,2019-06-08 21:13:31,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,0
31,SYS_8,2019-06-08 21:13:31,主机node_84 **** 请求延时大于5分钟,0
32,SYS_7,2019-06-08 21:13:31,主机node_24 日志产生ERROR信息,0
33,SYS_4,2019-06-08 21:13:32,主机node_5 ping延迟时间持续3分钟大于100ms,0
34,SYS_6,2019-06-08 21:13:33,主机node_56 网卡eth0 接收流量持续10分钟平均值大于300M,0
35,SYS_10,2019-06-08 21:13:33,主机node_11 空闲交换空间小于50%,0
36,SYS_8,2019-06-08 21:13:33,主机node_10 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
37,SYS_4,2019-06-08 21:13:34,主机node_72 **** 请求延时大于5分钟,0
38,SYS_8,2019-06-08 21:13:34,主机node_41 网卡eth0 接收流量持续10分钟平均值大于300M,0
39,SYS_5,2019-06-08 21:13:37,主机node_26 空闲交换空间小于50%,0
40,SYS_5,2019-06-08 21:13:38,主机node_14 **** 请求延时大于5分钟,0
41,SYS_5,2019-06-08 21:13:40,主机node_60 分区剩余空间小于阀值10%,0
42,SYS_9,2019-06-08 21:13:40,主机node_68 FullGC次数：23次（大于阈值：10次）,0
43,SYS_1,2019-06-08 21:13:41,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,0
44,SYS_5,2019-06-08 21:13:42,主机node_74 日志产生ERROR信息,0
45,SYS_4,2019-06-08 21:13:42,主机node_5 ping延迟时间持续3分钟大于100ms,0
46,SYS_8,2019-06-08 21:13:43,主机node_10 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
47,SYS_4,2019-06-08 21:13:43,主机node_9 堆内存平均使用率：94.61%（大于阈值：90%）,0
48,SYS_10,2019-06-08 21:13:43,主机node_11 空闲交换空间小于50%,0
49,SYS_6,2019-06-08 21:13:43,主机node_56 网卡eth0 接收流量持续10分钟平均值大于300M,0
50,SYS_7,2019-06-08 21:13:46,主机node_89 端口80通信异常,0
51,SYS_3,2019-06-08 21:13:47,"主机node_20 空闲CPU为4.0%,持续15分钟小于10%",0
52,SYS_3,2019-06-08 21:13:50,主机node_94 网卡eth0 接收流量持续10分钟平均值大于180M,0
53,SYS_7,2019-06-08 21:13:50,主机node_63 网卡eth0 接收流量持续10分钟平均值大于300M,0
54,SYS_9,2019-06-08 21:13:50,主机node_68 FullGC次数：23次（大于阈值：10次）,0
55,SYS_8,2019-06-08 21:13:51,主机node_84 **** 请求延时大于5分钟,0
56,SYS_1,2019-06-08 21:13:51,主机node_50 网卡eth0 接收流量持续10分钟平均值大于300M,0
