Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_6,2019-06-01 09:31:11,主机node_56 端口6060通信异常,0
1,SYS_5,2019-06-01 09:31:11,主机node_14 上CPU Steal Time持续5分钟超过10%,0
2,SYS_3,2019-06-01 09:31:12,主机node_86 日志产生ERROR信息,0
3,SYS_2,2019-06-01 09:31:12,主机node_70 网卡流量unknown,0
4,SYS_8,2019-06-01 09:31:16,主机node_79 硬盘Slot 00状态为Failed,1
5,SYS_4,2019-06-01 09:31:17,主机node_5 网卡eth0 发送流量持续30分钟平均值大于700M,0
6,SYS_8,2019-06-01 09:31:17,主机node_49 网卡eth0 接收流量持续10分钟平均值大于300M,0
7,SYS_8,2019-06-01 09:31:18,主机node_88 上I/O等待负载大于50%,0
8,SYS_8,2019-06-01 09:31:18,主机node_43 上I/O等待负载大于50%,0
9,SYS_8,2019-06-01 09:31:18,主机node_41 日志产生ERROR信息,0
10,SYS_2,2019-06-01 09:31:19,主机node_55 FullGC平均耗时：3268ms（大于阈值：1000ms）,0
11,SYS_4,2019-06-01 09:31:20,主机node_13 端口6060通信异常,0
12,SYS_4,2019-06-01 09:31:21,主机node_36 端口6060通信异常,0
13,SYS_2,2019-06-01 09:31:22,主机node_70 网卡流量unknown,0
14,SYS_3,2019-06-01 09:31:22,主机node_86 日志产生ERROR信息,0
15,SYS_8,2019-06-01 09:31:24,"主机node_95 空闲CPU为1.52%,持续15分钟小于10%",0
16,SYS_8,2019-06-01 09:31:26,主机node_79 硬盘Slot 00状态为Failed,1
17,SYS_4,2019-06-01 09:31:27,主机node_5 网卡eth0 发送流量持续30分钟平均值大于700M,0
18,SYS_8,2019-06-01 09:31:28,主机node_43 上I/O等待负载大于50%,0
19,SYS_8,2019-06-01 09:31:28,主机node_88 上I/O等待负载大于50%,0
20,SYS_8,2019-06-01 09:31:28,主机node_41 日志产生ERROR信息,0
21,SYS_2,2019-06-01 09:31:29,主机node_45 上I/O等待负载大于50%,0
22,SYS_2,2019-06-01 09:31:32,主机node_70 网卡流量unknown,0
23,SYS_5,2019-06-01 09:31:33,"主机node_6 空闲CPU为1.52%,持续15分钟小于10%",0
24,SYS_6,2019-06-01 09:31:36,主机node_98 上I/O等待负载大于50%,0
25,SYS_8,2019-06-01 09:31:36,主机node_79 硬盘Slot 00状态为Failed,1
26,SYS_5,2019-06-01 09:31:37,主机node_65 空闲交换空间小于50%,0
27,SYS_7,2019-06-01 09:31:37,主机node_89 硬盘Slot 00状态为Failed,0
28,SYS_2,2019-06-01 09:31:38,主机node_37 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
29,SYS_10,2019-06-01 09:31:39,主机node_64 上I/O等待负载大于50%,0
30,SYS_9,2019-06-01 09:31:39,主机node_75 网卡eth0 接收流量持续10分钟平均值大于300M,0
