Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_4,2019-06-13 13:19:12,主机node_81 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
1,SYS_4,2019-06-13 13:19:18,主机node_5 日志报错:无法获取连接,0
2,SYS_3,2019-06-13 13:19:21,主机node_57 网卡eth0 接收流量持续10分钟平均值大于180M,0
3,SYS_2,2019-06-13 13:19:22,主机node_37 ping延迟时间持续3分钟大于100ms,0
4,SYS_5,2019-06-13 13:19:23,主机node_85 上I/O等待负载持续15分钟超过10%,0
5,SYS_4,2019-06-13 13:19:23,主机node_72 分区剩余空间小于阀值10%,0
6,SYS_8,2019-06-13 13:19:25,主机node_41 上CPU Steal Time持续5分钟超过10%,0
7,SYS_1,2019-06-13 13:19:25,主机node_31 网卡eth0 发送流量持续10分钟平均值大于800M,0
8,SYS_5,2019-06-13 13:19:26,主机node_65 网卡eth0 接收流量持续10分钟平均值大于180M,0
9,SYS_4,2019-06-13 13:19:27,主机node_9 分区剩余空间小于阀值10%,0
10,SYS_8,2019-06-13 13:19:29,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
11,SYS_5,2019-06-13 13:19:29,主机node_26 上I/O等待负载持续15分钟超过10%,0
12,SYS_8,2019-06-13 13:19:29,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
13,SYS_8,2019-06-13 13:19:29,主机node_84 ping延迟时间持续3分钟大于100ms,0
14,SYS_4,2019-06-13 13:19:30,"主机node_27 空闲CPU为1.52%,持续15分钟小于10%",0
15,SYS_8,2019-06-13 13:19:32,主机node_95 url:http://node_95:8080访问失败,0
16,SYS_10,2019-06-13 13:19:32,主机node_29 网卡eth0 发送流量持续30分钟平均值大于700M,0
17,SYS_5,2019-06-13 13:19:33,主机node_85 上I/O等待负载持续15分钟超过10%,0
18,SYS_2,2019-06-13 13:19:35,主机node_7 url:http://node_7:80//访问失败,0
19,SYS_8,2019-06-13 13:19:35,主机node_41 上CPU Steal Time持续5分钟超过10%,0
20,SYS_9,2019-06-13 13:19:36,主机node_92 url:http://node_92:80//访问失败,0
21,SYS_8,2019-06-13 13:19:39,主机node_84 ping延迟时间持续3分钟大于100ms,0
22,SYS_8,2019-06-13 13:19:39,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
23,SYS_8,2019-06-13 13:19:39,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
24,SYS_10,2019-06-13 13:19:39,主机node_96 上CPU Steal Time持续5分钟超过10%,0
25,SYS_2,2019-06-13 13:19:42,主机node_37 ping延迟时间持续3分钟大于100ms,0
26,SYS_8,2019-06-13 13:19:45,主机node_41 上CPU Steal Time持续5分钟超过10%,0
27,SYS_9,2019-06-13 13:19:46,主机node_92 url:http://node_92:80//访问失败,0
28,SYS_9,2019-06-13 13:19:48,主机node_12 网卡eth0 发送流量持续10分钟平均值大于800M,0
29,SYS_10,2019-06-13 13:19:48,主机node_52 url:http://node_52:80//访问失败,0
30,SYS_8,2019-06-13 13:19:49,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
31,SYS_8,2019-06-13 13:19:49,主机node_84 ping延迟时间持续3分钟大于100ms,0
32,SYS_8,2019-06-13 13:19:49,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
33,SYS_8,2019-06-13 13:19:50,主机node_87 端口80通信异常,1
34,SYS_2,2019-06-13 13:19:50,主机node_18 日志中有No route to host信息,0
35,SYS_3,2019-06-13 13:19:51,主机node_57 网卡eth0 接收流量持续10分钟平均值大于180M,0
36,SYS_5,2019-06-13 13:19:52,主机node_14 日志报错:无法获取连接,0
37,SYS_3,2019-06-13 13:19:52,主机node_94 日志报错:无法获取连接,0
38,SYS_7,2019-06-13 13:19:53,主机node_24 日志中有No route to host信息,0
39,SYS_8,2019-06-13 13:19:54,主机node_87 sdd IO使用率持续30分钟大于90%,0
40,SYS_8,2019-06-13 13:19:54,主机node_49 日志中有OutOfMemoryError信息,0
41,SYS_1,2019-06-13 13:19:55,主机node_31 网卡eth0 发送流量持续10分钟平均值大于800M,0
42,SYS_7,2019-06-13 13:19:56,主机node_89 网卡流量unknown,0
43,SYS_7,2019-06-13 13:19:58,主机node_63 网卡eth0 接收流量持续10分钟平均值大于300M,0
44,SYS_8,2019-06-13 13:19:59,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
45,SYS_8,2019-06-13 13:19:59,主机node_84 ping延迟时间持续3分钟大于100ms,0
46,SYS_8,2019-06-13 13:19:59,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
47,SYS_4,2019-06-13 13:20:00,"主机node_27 空闲CPU为1.52%,持续15分钟小于10%",0
48,SYS_8,2019-06-13 13:20:05,主机node_41 上CPU Steal Time持续5分钟超过10%,0
49,SYS_6,2019-06-13 13:20:07,主机node_32 **application 停止运行,0
50,SYS_4,2019-06-13 13:20:07,主机node_9 分区剩余空间小于阀值10%,0
51,SYS_8,2019-06-13 13:20:09,主机node_84 ping延迟时间持续3分钟大于100ms,0
52,SYS_8,2019-06-13 13:20:09,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
53,SYS_8,2019-06-13 13:20:09,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
54,SYS_4,2019-06-13 13:20:12,主机node_81 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
55,SYS_7,2019-06-13 13:20:13,主机node_24 日志中有No route to host信息,0
56,SYS_4,2019-06-13 13:20:13,主机node_72 分区剩余空间小于阀值10%,0
57,SYS_4,2019-06-13 13:20:18,主机node_5 日志报错:无法获取连接,0
58,SYS_8,2019-06-13 13:20:19,主机node_10 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
59,SYS_8,2019-06-13 13:20:19,主机node_84 ping延迟时间持续3分钟大于100ms,0
60,SYS_5,2019-06-13 13:20:19,主机node_26 上I/O等待负载持续15分钟超过10%,0
61,SYS_8,2019-06-13 13:20:19,主机node_49 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：345次（大于阈值：200次）,0
62,SYS_8,2019-06-13 13:20:20,主机node_87 端口80通信异常,1
63,SYS_1,2019-06-13 13:20:20,主机node_17 日志中有No route to host信息,0
64,SYS_4,2019-06-13 13:20:20,"主机node_27 空闲CPU为1.52%,持续15分钟小于10%",0
65,SYS_4,2019-06-13 13:20:22,主机node_81 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
66,SYS_1,2019-06-13 13:20:25,主机node_31 网卡eth0 发送流量持续10分钟平均值大于800M,0
