Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_6,2019-06-15 16:41:45,主机node_35 日志产生ERROR信息,0
1,SYS_8,2019-06-15 16:41:47,主机node_43 ping延迟时间持续3分钟大于100ms,0
2,SYS_3,2019-06-15 16:41:49,主机node_57 空闲交换空间小于50%,0
3,SYS_1,2019-06-15 16:41:51,主机node_17 FullGC次数：32次（大于阈值：10次）,0
4,SYS_10,2019-06-15 16:41:51,主机node_11 JBOSS 8080端口的连接数大于400,0
5,SYS_4,2019-06-15 16:41:53,主机node_69 堆内存平均使用率：94.61%（大于阈值：90%）,0
6,SYS_7,2019-06-15 16:41:54,主机node_51 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
7,SYS_6,2019-06-15 16:41:55,主机node_32 日志中有No route to host信息,0
8,SYS_10,2019-06-15 16:41:55,主机node_64 网卡eth0 发送流量持续30分钟平均值大于700M,0
9,SYS_6,2019-06-15 16:41:56,主机node_56 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
10,SYS_5,2019-06-15 16:41:57,主机node_2 ping丢包率当前值为25%，持续2分钟平均大于20%,0
11,SYS_9,2019-06-15 16:42:00,主机node_68 FullGC次数：23次（大于阈值：10次）,0
12,SYS_10,2019-06-15 16:42:01,主机node_11 JBOSS 8080端口的连接数大于400,0
13,SYS_9,2019-06-15 16:42:03,主机node_16 网卡eth0 接收流量持续10分钟平均值大于180M,0
14,SYS_7,2019-06-15 16:42:04,主机node_51 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
15,SYS_2,2019-06-15 16:42:04,主机node_45 网卡eth0 发送流量持续30分钟平均值大于700M,0
16,SYS_6,2019-06-15 16:42:05,主机node_32 日志中有No route to host信息,0
17,SYS_6,2019-06-15 16:42:06,主机node_56 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
18,SYS_3,2019-06-15 16:42:09,主机node_57 空闲交换空间小于50%,0
19,SYS_9,2019-06-15 16:42:10,主机node_68 FullGC次数：23次（大于阈值：10次）,0
20,SYS_8,2019-06-15 16:42:10,主机node_87 日志产生ERROR信息,0
21,SYS_9,2019-06-15 16:42:10,主机node_78 端口6060通信异常,0
22,SYS_10,2019-06-15 16:42:11,主机node_11 JBOSS 8080端口的连接数大于400,0
23,SYS_6,2019-06-15 16:42:11,主机node_67 url:http://node_67:80//访问失败,0
24,SYS_5,2019-06-15 16:42:12,主机node_26 日志报错:无法获取连接,0
25,SYS_7,2019-06-15 16:42:12,主机node_63 堆内存平均使用率：92.69%（大于阈值：90%）,0
26,SYS_4,2019-06-15 16:42:13,"主机node_36 ping丢包率100%,服务器宕机",0
27,SYS_7,2019-06-15 16:42:14,主机node_51 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
28,SYS_6,2019-06-15 16:42:15,主机node_32 日志中有No route to host信息,0
29,SYS_10,2019-06-15 16:42:15,主机node_64 网卡eth0 发送流量持续30分钟平均值大于700M,0
30,SYS_6,2019-06-15 16:42:15,主机node_35 日志产生ERROR信息,0
31,SYS_8,2019-06-15 16:42:17,主机node_43 ping延迟时间持续3分钟大于100ms,0
32,SYS_9,2019-06-15 16:42:20,主机node_68 FullGC次数：23次（大于阈值：10次）,0
33,SYS_1,2019-06-15 16:42:20,主机node_58 上CPU Steal Time持续5分钟超过10%,0
34,SYS_6,2019-06-15 16:42:20,主机node_1 堆内存平均使用率：92.69%（大于阈值：90%）,0
35,SYS_6,2019-06-15 16:42:21,主机node_67 url:http://node_67:80//访问失败,0
36,SYS_2,2019-06-15 16:42:21,主机node_37 日志报错:无法获取连接,0
37,SYS_7,2019-06-15 16:42:22,主机node_63 堆内存平均使用率：92.69%（大于阈值：90%）,0
38,SYS_10,2019-06-15 16:42:23,主机node_42 上CPU Steal Time持续5分钟超过10%,0
39,SYS_2,2019-06-15 16:42:24,主机node_45 网卡eth0 发送流量持续30分钟平均值大于700M,0
40,SYS_6,2019-06-15 16:42:24,主机node_59 JBOSS 8080端口的连接数大于400,0
41,SYS_10,2019-06-15 16:42:25,主机node_64 网卡eth0 发送流量持续30分钟平均值大于700M,0
42,SYS_5,2019-06-15 16:42:27,主机node_2 ping丢包率当前值为25%，持续2分钟平均大于20%,0
43,SYS_3,2019-06-15 16:42:29,主机node_57 空闲交换空间小于50%,0
44,SYS_1,2019-06-15 16:42:30,主机node_58 上CPU Steal Time持续5分钟超过10%,0
45,SYS_4,2019-06-15 16:42:30,主机node_81 **application 停止运行,0
46,SYS_6,2019-06-15 16:42:30,主机node_1 堆内存平均使用率：92.69%（大于阈值：90%）,0
47,SYS_2,2019-06-15 16:42:31,主机node_37 日志报错:无法获取连接,0
48,SYS_9,2019-06-15 16:42:33,主机node_16 网卡eth0 接收流量持续10分钟平均值大于180M,0
49,SYS_7,2019-06-15 16:42:34,主机node_51 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
50,SYS_7,2019-06-15 16:42:34,主机node_24 网卡流量unknown,0
51,SYS_6,2019-06-15 16:42:40,主机node_1 堆内存平均使用率：92.69%（大于阈值：90%）,0
52,SYS_9,2019-06-15 16:42:43,主机node_16 网卡eth0 接收流量持续10分钟平均值大于180M,0
53,SYS_2,2019-06-15 16:42:43,主机node_70 **** 请求延时大于5分钟,0
54,SYS_4,2019-06-15 16:42:43,"主机node_36 ping丢包率100%,服务器宕机",0
55,SYS_4,2019-06-15 16:42:43,主机node_72 ping丢包率当前值为25%，持续2分钟平均大于20%,0
56,SYS_2,2019-06-15 16:42:44,主机node_45 网卡eth0 发送流量持续30分钟平均值大于700M,0
57,SYS_8,2019-06-15 16:42:47,主机node_43 ping延迟时间持续3分钟大于100ms,0
58,SYS_9,2019-06-15 16:42:50,主机node_78 端口6060通信异常,0
59,SYS_4,2019-06-15 16:42:50,主机node_81 **application 停止运行,0
60,SYS_2,2019-06-15 16:42:53,主机node_70 **** 请求延时大于5分钟,0
61,SYS_7,2019-06-15 16:42:56,主机node_53 空闲交换空间小于50%,0
62,SYS_6,2019-06-15 16:43:00,主机node_1 堆内存平均使用率：92.69%（大于阈值：90%）,0
63,SYS_7,2019-06-15 16:43:02,主机node_63 堆内存平均使用率：92.69%（大于阈值：90%）,0
64,SYS_4,2019-06-15 16:43:02,主机node_13 网卡eth0 发送流量持续10分钟平均值大于800M,0
65,SYS_4,2019-06-15 16:43:03,"主机node_36 ping丢包率100%,服务器宕机",0
66,SYS_2,2019-06-15 16:43:04,主机node_45 网卡eth0 发送流量持续30分钟平均值大于700M,0
67,SYS_10,2019-06-15 16:43:05,主机node_64 网卡eth0 发送流量持续30分钟平均值大于700M,0
