Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_7,2019-06-19 15:37:50,主机node_61 上I/O等待负载持续15分钟超过10%,0
1,SYS_6,2019-06-19 15:37:50,主机node_32 网卡eth0 发送流量持续30分钟平均值大于700M,0
2,SYS_10,2019-06-19 15:37:51,"主机node_90 ping丢包率100%,服务器宕机",0
3,SYS_6,2019-06-19 15:37:55,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
4,SYS_4,2019-06-19 15:37:55,主机node_5 Nginx 80端口的连接数大于2000,0
5,SYS_3,2019-06-19 15:37:55,主机node_39 空闲交换空间小于50%,0
6,SYS_1,2019-06-19 15:37:56,主机node_31 堆内存平均使用率：94.61%（大于阈值：90%）,0
7,SYS_7,2019-06-19 15:37:57,主机node_53 堆内存平均使用率：94.61%（大于阈值：90%）,0
8,SYS_9,2019-06-19 15:37:57,主机node_47 堆内存平均使用率：94.61%（大于阈值：90%）,0
9,SYS_8,2019-06-19 15:37:58,主机node_84 **application 停止运行,0
10,SYS_7,2019-06-19 15:38:00,主机node_61 上I/O等待负载持续15分钟超过10%,0
11,SYS_10,2019-06-19 15:38:01,"主机node_90 ping丢包率100%,服务器宕机",0
12,SYS_8,2019-06-19 15:38:05,"主机node_71 空闲CPU为4.0%,持续15分钟小于10%",0
13,SYS_6,2019-06-19 15:38:05,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
14,SYS_4,2019-06-19 15:38:07,主机node_27 网卡eth0 接收流量持续10分钟平均值大于180M,0
15,SYS_5,2019-06-19 15:38:08,主机node_14 上CPU Steal Time持续5分钟超过10%,0
16,SYS_7,2019-06-19 15:38:10,主机node_61 上I/O等待负载持续15分钟超过10%,0
17,SYS_1,2019-06-19 15:38:10,主机node_4 ping延迟时间持续3分钟大于100ms,0
18,SYS_6,2019-06-19 15:38:10,主机node_32 网卡eth0 发送流量持续30分钟平均值大于700M,0
19,SYS_3,2019-06-19 15:38:11,主机node_28 日志产生ERROR信息,0
20,SYS_4,2019-06-19 15:38:12,主机node_72 分区剩余空间小于阀值10%,0
21,SYS_7,2019-06-19 15:38:12,主机node_89 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
22,SYS_4,2019-06-19 15:38:14,主机node_36 网卡流量unknown,0
23,SYS_8,2019-06-19 15:38:15,"主机node_71 空闲CPU为4.0%,持续15分钟小于10%",0
24,SYS_5,2019-06-19 15:38:16,主机node_38 网卡eth0 发送流量持续30分钟平均值大于700M,0
25,SYS_8,2019-06-19 15:38:17,主机node_88 上CPU Steal Time持续5分钟超过10%,0
26,SYS_4,2019-06-19 15:38:17,主机node_27 网卡eth0 接收流量持续10分钟平均值大于180M,0
27,SYS_9,2019-06-19 15:38:17,主机node_47 堆内存平均使用率：94.61%（大于阈值：90%）,0
28,SYS_5,2019-06-19 15:38:18,主机node_14 上CPU Steal Time持续5分钟超过10%,0
29,SYS_8,2019-06-19 15:38:25,"主机node_71 空闲CPU为4.0%,持续15分钟小于10%",0
30,SYS_6,2019-06-19 15:38:25,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
31,SYS_1,2019-06-19 15:38:26,主机node_73 日志报错:无法获取连接,0
32,SYS_9,2019-06-19 15:38:27,主机node_47 堆内存平均使用率：94.61%（大于阈值：90%）,0
33,SYS_5,2019-06-19 15:38:27,主机node_82 堆内存平均使用率：94.61%（大于阈值：90%）,0
34,SYS_5,2019-06-19 15:38:28,主机node_14 上CPU Steal Time持续5分钟超过10%,0
35,SYS_2,2019-06-19 15:38:28,主机node_70 日志中有No route to host信息,0
36,SYS_6,2019-06-19 15:38:29,主机node_25 **** 请求延时大于5分钟,0
37,SYS_8,2019-06-19 15:38:35,"主机node_71 空闲CPU为4.0%,持续15分钟小于10%",0
38,SYS_3,2019-06-19 15:38:36,主机node_94 **** 请求延时大于5分钟,0
39,SYS_7,2019-06-19 15:38:37,主机node_53 堆内存平均使用率：94.61%（大于阈值：90%）,0
40,SYS_5,2019-06-19 15:38:37,主机node_82 堆内存平均使用率：94.61%（大于阈值：90%）,0
41,SYS_8,2019-06-19 15:38:38,主机node_84 **application 停止运行,0
42,SYS_9,2019-06-19 15:38:38,主机node_22 空闲交换空间小于50%,0
43,SYS_4,2019-06-19 15:38:38,主机node_19 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
44,SYS_6,2019-06-19 15:38:38,主机node_35 日志产生ERROR信息,0
45,SYS_2,2019-06-19 15:38:44,主机node_7 FullGC次数：23次（大于阈值：10次）,0
46,SYS_4,2019-06-19 15:38:44,主机node_36 网卡流量unknown,0
47,SYS_6,2019-06-19 15:38:45,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
48,SYS_8,2019-06-19 15:38:45,"主机node_71 空闲CPU为4.0%,持续15分钟小于10%",0
49,SYS_3,2019-06-19 15:38:46,主机node_94 **** 请求延时大于5分钟,0
50,SYS_6,2019-06-19 15:38:48,主机node_35 日志产生ERROR信息,0
51,SYS_1,2019-06-19 15:38:50,主机node_4 ping延迟时间持续3分钟大于100ms,0
52,SYS_7,2019-06-19 15:38:52,主机node_89 FullGC平均耗时：2118ms（大于阈值：1000ms）,0
53,SYS_4,2019-06-19 15:38:54,主机node_36 网卡流量unknown,0
54,SYS_6,2019-06-19 15:38:55,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
55,SYS_1,2019-06-19 15:38:56,主机node_73 日志报错:无法获取连接,0
56,SYS_5,2019-06-19 15:38:56,主机node_38 网卡eth0 发送流量持续30分钟平均值大于700M,0
57,SYS_3,2019-06-19 15:38:56,主机node_94 **** 请求延时大于5分钟,0
58,SYS_9,2019-06-19 15:38:56,主机node_68 **application 停止运行,0
59,SYS_4,2019-06-19 15:38:57,主机node_27 网卡eth0 接收流量持续10分钟平均值大于180M,0
60,SYS_2,2019-06-19 15:38:58,主机node_70 日志中有No route to host信息,0
61,SYS_9,2019-06-19 15:38:58,主机node_22 空闲交换空间小于50%,0
62,SYS_5,2019-06-19 15:38:58,主机node_14 上CPU Steal Time持续5分钟超过10%,0
