Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_5,2019-06-26 19:35:59,"主机node_60 空闲CPU为1.52%,持续15分钟小于10%",0
1,SYS_3,2019-06-26 19:36:00,主机node_20 url:http://node_20:8080访问失败,0
2,SYS_9,2019-06-26 19:36:01,"主机node_75 空闲CPU为1.52%,持续15分钟小于10%",0
3,SYS_4,2019-06-26 19:36:01,主机node_27 url:http://node_27:8080访问失败,0
4,SYS_1,2019-06-26 19:36:01,主机node_58 硬盘Slot 00状态为Failed,0
5,SYS_1,2019-06-26 19:36:02,主机node_83 ping延迟时间持续3分钟大于100ms,0
6,SYS_7,2019-06-26 19:36:04,主机node_53 日志报错:无法获取连接,1
7,SYS_9,2019-06-26 19:36:04,主机node_80 网卡eth0 接收流量持续10分钟平均值大于180M,0
8,SYS_1,2019-06-26 19:36:06,主机node_17 **application 停止运行,0
9,SYS_4,2019-06-26 19:36:07,主机node_9 网卡eth0 发送流量持续30分钟平均值大于700M,0
10,SYS_2,2019-06-26 19:36:07,主机node_91 网卡eth0 发送流量持续30分钟平均值大于700M,0
11,SYS_6,2019-06-26 19:36:09,主机node_32 网卡eth0 发送流量持续10分钟平均值大于800M,0
12,SYS_5,2019-06-26 19:36:09,主机node_6 端口80通信异常,0
13,SYS_5,2019-06-26 19:36:13,"主机node_82 空闲CPU为4.37%,持续15分钟小于10%",0
14,SYS_1,2019-06-26 19:36:13,主机node_15 上I/O等待负载大于50%,0
15,SYS_5,2019-06-26 19:36:13,主机node_74 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：373次（大于阈值：200次）,0
16,SYS_7,2019-06-26 19:36:14,主机node_53 日志报错:无法获取连接,1
17,SYS_9,2019-06-26 19:36:15,主机node_66 分区剩余空间小于阀值10%,0
18,SYS_6,2019-06-26 19:36:16,主机node_48 上I/O等待负载持续15分钟超过10%,0
19,SYS_1,2019-06-26 19:36:17,主机node_0 上I/O等待负载大于50%,0
20,SYS_5,2019-06-26 19:36:17,主机node_2 url:http://node_2:80//访问失败,0
21,SYS_5,2019-06-26 19:36:17,主机node_26 ping延迟时间持续3分钟大于100ms,0
22,SYS_5,2019-06-26 19:36:17,主机node_14 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：373次（大于阈值：200次）,0
23,SYS_1,2019-06-26 19:36:17,主机node_50 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：373次（大于阈值：200次）,0
24,SYS_2,2019-06-26 19:36:17,主机node_91 网卡eth0 发送流量持续30分钟平均值大于700M,0
25,SYS_1,2019-06-26 19:36:17,主机node_58 ping延迟时间持续3分钟大于100ms,0
26,SYS_6,2019-06-26 19:36:19,主机node_56 **application 停止运行,0
27,SYS_6,2019-06-26 19:36:19,主机node_32 网卡eth0 发送流量持续10分钟平均值大于800M,0
28,SYS_1,2019-06-26 19:36:20,主机node_4 日志中有No route to host信息,0
29,SYS_7,2019-06-26 19:36:24,主机node_53 日志报错:无法获取连接,1
30,SYS_9,2019-06-26 19:36:25,主机node_92 日志产生ERROR信息,0
31,SYS_3,2019-06-26 19:36:26,主机node_57 硬盘Slot 00状态为Failed,0
32,SYS_2,2019-06-26 19:36:27,主机node_91 网卡eth0 发送流量持续30分钟平均值大于700M,0
33,SYS_8,2019-06-26 19:36:28,主机node_41 **** 请求延时大于5分钟,0
34,SYS_6,2019-06-26 19:36:29,主机node_32 网卡eth0 发送流量持续10分钟平均值大于800M,0
35,SYS_9,2019-06-26 19:36:31,"主机node_75 空闲CPU为1.52%,持续15分钟小于10%",0
36,SYS_1,2019-06-26 19:36:32,主机node_33 url:http://node_33:80//访问失败,0
37,SYS_1,2019-06-26 19:36:33,主机node_15 上I/O等待负载大于50%,0
38,SYS_5,2019-06-26 19:36:33,"主机node_82 空闲CPU为4.37%,持续15分钟小于10%",0
39,SYS_5,2019-06-26 19:36:33,主机node_74 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：373次（大于阈值：200次）,0
40,SYS_7,2019-06-26 19:36:34,主机node_53 日志报错:无法获取连接,1
41,SYS_1,2019-06-26 19:36:36,主机node_17 **application 停止运行,0
42,SYS_4,2019-06-26 19:36:36,主机node_19 硬盘Slot 00状态为Failed,0
43,SYS_1,2019-06-26 19:36:37,主机node_0 上I/O等待负载大于50%,0
44,SYS_1,2019-06-26 19:36:37,主机node_50 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：373次（大于阈值：200次）,0
45,SYS_5,2019-06-26 19:36:37,主机node_26 ping延迟时间持续3分钟大于100ms,0
