Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_7,2019-06-17 17:03:59,主机node_24 网卡eth0 接收流量持续10分钟平均值大于180M,0
1,SYS_6,2019-06-17 17:03:59,主机node_46 网卡eth0 接收流量持续10分钟平均值大于300M,0
2,SYS_5,2019-06-17 17:03:59,主机node_14 上CPU Steal Time持续5分钟超过10%,0
3,SYS_9,2019-06-17 17:04:00,主机node_16 网卡eth0 发送流量持续10分钟平均值大于800M,0
4,SYS_4,2019-06-17 17:04:00,主机node_27 ping丢包率当前值为25%，持续2分钟平均大于20%,0
5,SYS_1,2019-06-17 17:04:01,主机node_15 上I/O等待负载持续15分钟超过10%,0
6,SYS_6,2019-06-17 17:04:03,主机node_32 FullGC次数：23次（大于阈值：10次）,0
7,SYS_5,2019-06-17 17:04:04,主机node_38 网卡eth0 发送流量持续10分钟平均值大于800M,0
8,SYS_4,2019-06-17 17:04:04,主机node_5 空闲交换空间小于50%,0
9,SYS_2,2019-06-17 17:04:04,主机node_8 网卡eth0 发送流量持续10分钟平均值大于800M,0
10,SYS_7,2019-06-17 17:04:04,主机node_23 日志中有OutOfMemoryError信息,0
11,SYS_6,2019-06-17 17:04:06,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,0
12,SYS_9,2019-06-17 17:04:08,"主机node_75 ping丢包率100%,服务器宕机",0
13,SYS_5,2019-06-17 17:04:09,主机node_14 上CPU Steal Time持续5分钟超过10%,0
14,SYS_9,2019-06-17 17:04:10,主机node_16 网卡eth0 发送流量持续10分钟平均值大于800M,0
15,SYS_1,2019-06-17 17:04:11,主机node_15 上I/O等待负载持续15分钟超过10%,0
16,SYS_6,2019-06-17 17:04:13,主机node_32 FullGC次数：23次（大于阈值：10次）,0
17,SYS_8,2019-06-17 17:04:13,主机node_10 JBOSS 8080端口的连接数大于400,0
18,SYS_5,2019-06-17 17:04:13,主机node_85 ping延迟时间持续3分钟大于100ms,0
19,SYS_9,2019-06-17 17:04:15,主机node_92 网卡eth0 发送流量持续30分钟平均值大于700M,0
20,SYS_7,2019-06-17 17:04:16,主机node_61 空闲交换空间小于50%,0
21,SYS_10,2019-06-17 17:04:16,主机node_42 url:http://node_42:8080访问失败,0
22,SYS_7,2019-06-17 17:04:19,主机node_24 网卡eth0 接收流量持续10分钟平均值大于180M,0
23,SYS_5,2019-06-17 17:04:19,主机node_14 上CPU Steal Time持续5分钟超过10%,0
24,SYS_4,2019-06-17 17:04:20,主机node_62 端口80通信异常,0
25,SYS_1,2019-06-17 17:04:21,主机node_15 上I/O等待负载持续15分钟超过10%,0
26,SYS_4,2019-06-17 17:04:21,主机node_72 HTTP:http://*************，慢响应（调用耗时超过1000ms）次数：309次（大于阈值：200次）,0
27,SYS_8,2019-06-17 17:04:23,主机node_10 JBOSS 8080端口的连接数大于400,0
28,SYS_3,2019-06-17 17:04:24,主机node_86 ping延迟时间持续3分钟大于100ms,0
29,SYS_4,2019-06-17 17:04:26,主机node_34 ping丢包率当前值为25%，持续2分钟平均大于20%,0
30,SYS_6,2019-06-17 17:04:26,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,0
31,SYS_1,2019-06-17 17:04:27,主机node_73 日志产生ERROR信息,0
32,SYS_5,2019-06-17 17:04:29,主机node_14 上CPU Steal Time持续5分钟超过10%,0
33,SYS_4,2019-06-17 17:04:30,主机node_62 端口80通信异常,0
34,SYS_1,2019-06-17 17:04:30,主机node_17 端口6060通信异常,0
35,SYS_9,2019-06-17 17:04:30,主机node_16 网卡eth0 发送流量持续10分钟平均值大于800M,0
36,SYS_3,2019-06-17 17:04:33,主机node_94 **application 停止运行,0
37,SYS_4,2019-06-17 17:04:34,主机node_5 空闲交换空间小于50%,0
38,SYS_9,2019-06-17 17:04:35,主机node_92 网卡eth0 发送流量持续30分钟平均值大于700M,0
39,SYS_5,2019-06-17 17:04:37,主机node_65 上CPU Steal Time持续5分钟超过10%,0
40,SYS_4,2019-06-17 17:04:40,主机node_62 端口80通信异常,0
41,SYS_9,2019-06-17 17:04:40,主机node_16 网卡eth0 发送流量持续10分钟平均值大于800M,0
42,SYS_1,2019-06-17 17:04:41,主机node_15 上I/O等待负载持续15分钟超过10%,0
43,SYS_6,2019-06-17 17:04:43,主机node_32 FullGC次数：23次（大于阈值：10次）,0
44,SYS_5,2019-06-17 17:04:43,主机node_85 ping延迟时间持续3分钟大于100ms,0
45,SYS_7,2019-06-17 17:04:46,主机node_61 空闲交换空间小于50%,0
46,SYS_6,2019-06-17 17:04:46,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,0
47,SYS_5,2019-06-17 17:04:47,主机node_65 上CPU Steal Time持续5分钟超过10%,0
48,SYS_6,2019-06-17 17:04:49,主机node_46 网卡eth0 接收流量持续10分钟平均值大于300M,0
49,SYS_5,2019-06-17 17:04:49,主机node_14 上CPU Steal Time持续5分钟超过10%,0
50,SYS_4,2019-06-17 17:04:50,主机node_13 **** 请求延时大于5分钟,0
51,SYS_4,2019-06-17 17:04:50,主机node_27 ping丢包率当前值为25%，持续2分钟平均大于20%,0
52,SYS_1,2019-06-17 17:04:50,主机node_33 网卡eth0 发送流量持续10分钟平均值大于800M,0
53,SYS_1,2019-06-17 17:04:51,主机node_15 上I/O等待负载持续15分钟超过10%,0
54,SYS_2,2019-06-17 17:04:54,主机node_8 网卡eth0 发送流量持续10分钟平均值大于800M,0
55,SYS_8,2019-06-17 17:04:54,主机node_79 硬盘Slot 00状态为Failed,0
56,SYS_6,2019-06-17 17:04:56,主机node_25 网卡eth0 发送流量持续30分钟平均值大于700M,0
