Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_9,2019-06-15 19:24:33,主机node_44 日志中有OutOfMemoryError信息,0
1,SYS_9,2019-06-15 19:24:34,主机node_16 **application 停止运行,1
2,SYS_7,2019-06-15 19:24:34,主机node_23 网卡流量unknown,0
3,SYS_2,2019-06-15 19:24:35,主机node_7 url:http://node_7:8080访问失败,0
4,SYS_2,2019-06-15 19:24:35,主机node_45 端口6060通信异常,0
5,SYS_7,2019-06-15 19:24:38,主机node_63 网卡eth0 发送流量持续10分钟平均值大于800M,0
6,SYS_6,2019-06-15 19:24:38,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
7,SYS_1,2019-06-15 19:24:39,主机node_73 日志报错:无法获取连接,0
8,SYS_1,2019-06-15 19:24:39,主机node_15 **** 请求延时大于5分钟,0
9,SYS_3,2019-06-15 19:24:39,主机node_3 ping延迟时间持续3分钟大于100ms,0
10,SYS_7,2019-06-15 19:24:42,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
11,SYS_3,2019-06-15 19:24:42,主机node_39 JBOSS 8080端口的连接数大于400,0
12,SYS_7,2019-06-15 19:24:43,主机node_61 **application 停止运行,0
13,SYS_9,2019-06-15 19:24:47,主机node_47 堆内存平均使用率：94.61%（大于阈值：90%）,0
14,SYS_8,2019-06-15 19:24:48,主机node_43 网卡流量unknown,0
15,SYS_5,2019-06-15 19:24:49,主机node_2 日志中有No route to host信息,0
16,SYS_5,2019-06-15 19:24:51,主机node_85 网卡eth0 接收流量持续10分钟平均值大于300M,0
17,SYS_7,2019-06-15 19:24:52,主机node_54 网卡eth0 发送流量持续30分钟平均值大于700M,0
18,SYS_1,2019-06-15 19:24:52,主机node_0 日志产生ERROR信息,0
19,SYS_1,2019-06-15 19:24:52,主机node_58 **** 请求延时大于5分钟,0
20,SYS_1,2019-06-15 19:24:52,主机node_50 日志产生ERROR信息,0
21,SYS_7,2019-06-15 19:24:53,主机node_61 **application 停止运行,0
22,SYS_4,2019-06-15 19:24:54,主机node_72 分区剩余空间小于阀值10%,0
23,SYS_7,2019-06-15 19:24:54,主机node_23 网卡流量unknown,0
24,SYS_6,2019-06-15 19:24:58,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
25,SYS_10,2019-06-15 19:24:58,主机node_11 url:http://node_11:80//访问失败,0
26,SYS_1,2019-06-15 19:24:59,主机node_15 **** 请求延时大于5分钟,0
27,SYS_3,2019-06-15 19:24:59,主机node_3 ping延迟时间持续3分钟大于100ms,0
28,SYS_1,2019-06-15 19:24:59,主机node_73 日志报错:无法获取连接,0
29,SYS_1,2019-06-15 19:25:01,主机node_93 堆内存平均使用率：94.61%（大于阈值：90%）,0
30,SYS_1,2019-06-15 19:25:02,主机node_58 **** 请求延时大于5分钟,0
31,SYS_1,2019-06-15 19:25:02,主机node_0 日志产生ERROR信息,0
32,SYS_1,2019-06-15 19:25:02,主机node_50 日志产生ERROR信息,0
33,SYS_9,2019-06-15 19:25:04,主机node_16 **application 停止运行,1
34,SYS_2,2019-06-15 19:25:05,主机node_7 url:http://node_7:8080访问失败,0
35,SYS_7,2019-06-15 19:25:07,主机node_53 **application 停止运行,0
36,SYS_2,2019-06-15 19:25:07,主机node_21 日志中有OutOfMemoryError信息,0
37,SYS_6,2019-06-15 19:25:08,主机node_98 网卡eth0 发送流量持续30分钟平均值大于700M,0
38,SYS_1,2019-06-15 19:25:09,主机node_73 日志报错:无法获取连接,0
39,SYS_1,2019-06-15 19:25:09,主机node_15 **** 请求延时大于5分钟,0
