Unnamed: 0,sysEname,time,triggername,is_root
0,SYS_8,2019-06-24 22:28:47,主机node_88 日志中有OutOfMemoryError信息,0
1,SYS_7,2019-06-24 22:28:48,主机node_23 空闲交换空间小于50%,0
2,SYS_2,2019-06-24 22:28:49,主机node_30 上I/O等待负载持续15分钟超过10%,0
3,SYS_6,2019-06-24 22:28:50,"主机node_35 空闲CPU为1.52%,持续15分钟小于10%",0
4,SYS_9,2019-06-24 22:28:50,主机node_68 JBOSS 8080端口的连接数大于400,0
5,SYS_7,2019-06-24 22:28:52,主机node_51 网卡eth0 接收流量持续10分钟平均值大于180M,0
6,SYS_5,2019-06-24 22:28:54,主机node_26 网卡eth0 接收流量持续10分钟平均值大于180M,0
7,SYS_2,2019-06-24 22:28:55,主机node_37 网卡流量unknown,0
8,SYS_8,2019-06-24 22:28:56,主机node_71 堆内存平均使用率：92.69%（大于阈值：90%）,0
9,SYS_7,2019-06-24 22:28:56,主机node_89 网卡eth0 发送流量持续10分钟平均值大于800M,0
10,SYS_7,2019-06-24 22:28:58,主机node_23 空闲交换空间小于50%,0
11,SYS_9,2019-06-24 22:29:00,主机node_12 **application 停止运行,0
12,SYS_7,2019-06-24 22:29:01,主机node_61 **** 请求延时大于5分钟,0
13,SYS_7,2019-06-24 22:29:02,主机node_51 网卡eth0 接收流量持续10分钟平均值大于180M,0
14,SYS_6,2019-06-24 22:29:03,主机node_59 网卡eth0 接收流量持续10分钟平均值大于300M,0
15,SYS_1,2019-06-24 22:29:04,主机node_4 **** 请求延时大于5分钟,0
16,SYS_5,2019-06-24 22:29:04,主机node_26 网卡eth0 接收流量持续10分钟平均值大于180M,0
17,SYS_4,2019-06-24 22:29:05,主机node_81 上I/O等待负载大于50%,0
18,SYS_6,2019-06-24 22:29:06,主机node_25 ping延迟时间持续3分钟大于100ms,0
19,SYS_1,2019-06-24 22:29:06,主机node_93 Nginx 80端口的连接数大于2000,0
20,SYS_8,2019-06-24 22:29:06,主机node_71 堆内存平均使用率：92.69%（大于阈值：90%）,0
21,SYS_8,2019-06-24 22:29:07,主机node_88 日志中有OutOfMemoryError信息,0
22,SYS_7,2019-06-24 22:29:08,主机node_23 空闲交换空间小于50%,0
23,SYS_7,2019-06-24 22:29:12,主机node_51 网卡eth0 接收流量持续10分钟平均值大于180M,0
24,SYS_6,2019-06-24 22:29:12,"主机node_98 空闲CPU为4.0%,持续15分钟小于10%",0
25,SYS_1,2019-06-24 22:29:14,主机node_4 **** 请求延时大于5分钟,0
26,SYS_4,2019-06-24 22:29:15,主机node_81 上I/O等待负载大于50%,0
27,SYS_2,2019-06-24 22:29:15,主机node_37 网卡流量unknown,0
28,SYS_3,2019-06-24 22:29:16,主机node_97 网卡eth0 接收流量持续10分钟平均值大于300M,0
29,SYS_8,2019-06-24 22:29:16,主机node_71 堆内存平均使用率：92.69%（大于阈值：90%）,0
30,SYS_6,2019-06-24 22:29:16,主机node_25 ping延迟时间持续3分钟大于100ms,0
31,SYS_4,2019-06-24 22:29:16,主机node_13 url:http://node_13:8080访问失败,0
32,SYS_1,2019-06-24 22:29:16,主机node_15 Nginx 80端口的连接数大于2000,0
